DATE,Count,NAME,AWND,TAVG,SNOW,PRCP,WT03,WT08,TMIN,TMAX
9/11/15,46,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.74,62,0,0.17,,,54,67
9/12/15,26,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,58,0,0,,,50,65
9/13/15,38,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.38,58,0,0,,,48,70
9/14/15,38,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.97,65,0,0,,,52,82
9/15/15,48,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,73,0,0,,,62,82
9/16/15,57,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.18,71,0,0,,,56,83
9/17/15,75,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,72,0,0.36,1,1,61,85
9/18/15,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,72,0,2.41,1,,65,74
9/19/15,73,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.84,65,0,0.05,1,,53,71
9/20/15,56,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.47,60,0,0,,,50,73
9/21/15,58,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.14,62,0,0,,,52,74
9/22/15,76,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3.58,65,0,0,,,53,80
9/23/15,45,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.25,68,0,0,,,57,80
9/24/15,48,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.59,67,0,0,,,56,76
9/25/15,71,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,65,0,0,,1,60,73
9/26/15,56,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.61,67,0,0,,,60,75
9/27/15,49,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,67,0,0,,,61,74
9/28/15,58,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.25,70,0,0,,1,64,77
9/29/15,68,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.54,64,0,0.4,,,55,68
9/30/15,80,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.43,57,0,0,,,52,61
10/1/15,74,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18.12,55,0,0,,,52,59
10/2/15,108,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19.01,55,0,0,,,51,60
10/3/15,65,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17,52,0,0.01,,1,48,54
10/4/15,42,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,52,0,0,,,50,57
10/5/15,94,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.93,57,0,0,,,55,60
10/6/15,78,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.92,60,0,0,,,55,71
10/7/15,76,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.38,62,0,0,,,54,71
10/8/15,85,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.28,62,0,0.05,,,50,77
10/9/15,78,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,60,0,0,,,47,64
10/10/15,87,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.82,53,0,0,,1,42,65
10/11/15,74,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.75,62,0,0,,,51,79
10/12/15,90,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.43,67,0,0,,1,53,75
10/13/15,60,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.63,56,0,0,,,47,63
10/14/15,98,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.05,52,0,0,,1,42,63
10/15/15,94,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.18,55,0,0,,1,46,69
10/16/15,114,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.18,49,0,0,,,37,55
10/17/15,115,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.17,42,0,0,,,33,53
10/18/15,75,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.82,45,0,0,,,33,60
10/19/15,88,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18.79,55,0,0,,1,47,73
10/20/15,102,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.07,64,0,0.11,,1,57,74
10/21/15,75,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.74,63,0,0.01,,,52,75
10/22/15,80,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,60,0,0,,,51,62
10/23/15,158,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.63,55,0,0.16,,,52,64
10/24/15,94,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.32,62,0,0.3,,,46,66
10/25/15,87,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.03,51,0,0,,,41,62
10/26/15,70,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.82,49,0,0,,,37,61
10/27/15,103,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.42,53,0,0.49,,,50,56
10/28/15,106,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.99,53,0,0.33,,,37,56
10/29/15,99,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.43,41,0,0,,,36,47
10/30/15,116,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,45,0,0,,,36,56
10/31/15,124,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,47,0,0.77,,,45,52
11/1/15,68,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.29,53,0,0,,,44,63
11/2/15,81,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,58,0,0,,,47,72
11/3/15,59,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.26,58,0,0,,,44,70
11/4/15,105,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.28,58,0,0,,,48,71
11/5/15,106,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.11,64,0,0,,,59,70
11/6/15,89,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.76,56,0,0.16,,,41,65
11/7/15,99,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,44,0,0,,,35,53
11/8/15,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.25,41,0,0,,,28,52
11/9/15,76,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",2.24,42,0,0,,1,29,56
11/10/15,98,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3.8,45,0,0,,,32,56
11/11/15,87,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.32,48,0,0.42,1,,36,63
11/12/15,84,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23.49,48,0,0,,,42,56
11/13/15,75,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.21,42,0,0,,,32,47
11/14/15,74,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,39,0,0,,,25,57
11/15/15,69,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.29,53,0,0,,,44,64
11/16/15,87,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.08,52,0,0.12,,,43,57
11/17/15,120,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.67,51,0,0.63,,,47,61
11/18/15,76,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",20.8,58,0,0.2,,,47,62
11/19/15,92,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",18.79,45,0,0,,,35,47
11/20/15,108,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,36,4.2,0.28,,,31,40
11/21/15,171,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.08,32,7,1.16,,,18,33
11/22/15,73,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.95,19,0,0,,,7,27
11/23/15,105,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.17,28,0,0,,,25,37
11/24/15,115,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,32,0,0,,,21,41
11/25/15,90,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.99,38,0,0,,,29,52
11/26/15,39,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.66,52,0,0.42,,,48,60
11/27/15,68,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.66,45,0,0.84,,,34,56
11/28/15,61,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.07,35,0,0,,,30,38
11/29/15,59,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.61,33,0,0,,,25,41
11/30/15,95,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.74,40,0,0.26,,,38,44
12/1/15,83,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,42,0,0.18,1,,37,43
12/2/15,76,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,35,1.3,0.21,,,31,38
12/3/15,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.74,33,0,0,,,30,35
12/4/15,117,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,37,0,0,,1,32,47
12/5/15,85,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.83,36,0,0,,,29,46
12/6/15,57,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.14,36,0,0,,1,27,47
12/7/15,81,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.93,34,0,0,,,27,39
12/8/15,78,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.96,40,0,0,,1,38,47
12/9/15,95,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.28,46,0,0,,1,40,52
12/10/15,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17,48,0,0,,,41,57
12/11/15,99,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.61,46,0,0,,,41,51
12/12/15,100,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3.36,50,0,0,,1,47,57
12/13/15,73,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.65,55,0,0.85,,,48,61
12/14/15,82,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.88,55,0,0.39,,,42,61
12/15/15,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.84,41,0,0,,,39,43
12/16/15,86,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.33,43,0,0.12,,,35,53
12/17/15,97,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.32,33,0,0,,,28,35
12/18/15,80,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.2,28,0.2,0,,1,24,32
12/19/15,77,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,23,0,0,,,15,30
12/20/15,51,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.33,34,0,0.03,,,23,50
12/21/15,102,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.63,46,0,0.67,,,41,52
12/22/15,73,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.95,39,0,0.02,,,35,41
12/23/15,88,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.22,47,0,0.49,1,,40,59
12/24/15,58,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.63,42,0,0,,,34,42
12/25/15,39,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.05,38,0,0,,,32,44
12/26/15,59,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.07,39,0,0.21,,,37,42
12/27/15,54,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.22,38,0,0.14,,,35,40
12/28/15,86,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19.01,33,1.9,1.47,,,31,39
12/29/15,67,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,33,0,0,,,29,39
12/30/15,76,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,29,1.1,0.09,,1,27,29
12/31/15,60,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.42,26,0,0,,,22,28
1/1/16,72,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.32,23,0,0,,,19,31
1/2/16,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.08,27,0,0,,,20,32
1/3/16,66,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.63,27,0,0,,,22,29
1/4/16,91,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.07,27,0,0,,,22,31
1/5/16,101,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.07,26,0,0,,,17,33
1/6/16,74,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,28,0,0,,,21,36
1/7/16,68,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.38,36,0,0.01,,,34,41
1/8/16,114,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.49,38,0,0.19,,,36,42
1/9/16,104,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.84,37,1.7,0.27,,,23,40
1/10/16,69,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.67,19,0,0,,,2,23
1/11/16,121,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,5,3.1,0.11,,1,-1,24
1/12/16,113,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.33,14,0.1,0.01,,1,3,20
1/13/16,106,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.4,7,0.1,0,,,-2,25
1/14/16,102,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,31,0,0,,,24,44
1/15/16,84,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.42,40,0,0.01,,,30,43
1/16/16,88,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.87,28,0,0,,,9,30
1/17/16,52,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.11,8,0,0,,1,-1,8
1/18/16,64,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.09,1,0,0,,,-4,7
1/19/16,90,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.82,6,0,0,,,0,17
1/20/16,120,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3.58,17,0.9,0.05,,,12,23
1/21/16,137,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3.13,19,0,0,,1,9,29
1/22/16,121,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,24,0.4,0.02,,,19,30
1/23/16,83,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.26,28,0,0,,,20,33
1/24/16,49,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,27,0,0,,1,24,34
1/25/16,86,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.29,31,0,0.13,,,24,41
1/26/16,83,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.55,33,0,0.02,,,24,36
1/27/16,85,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.2,28,0,0,,,23,34
1/28/16,82,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.21,34,0,0,,,29,39
1/29/16,100,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,28,0,0,,,20,35
1/30/16,85,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,38,0,0,,,35,46
1/31/16,77,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,42,0,0.02,,,33,48
2/1/16,83,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.92,36,0,0,,,30,45
2/2/16,105,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,35,0,0.79,1,1,32,38
2/3/16,64,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.42,36,0,0.02,,,28,37
2/4/16,87,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.4,27,0,0,,,19,32
2/5/16,86,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,29,0,0,,,25,34
2/6/16,72,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.5,31,0,0,,1,24,41
2/7/16,49,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.97,38,0,0,,,32,43
2/8/16,63,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.18,31,0.4,0.02,,1,20,32
2/9/16,124,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.54,19,0.6,0.02,,1,13,21
2/10/16,100,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,14,0,0,,,9,18
2/11/16,91,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,13,0,0,,,7,21
2/12/16,101,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17,19,0,0,,,7,23
2/13/16,87,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.95,9,0,0,,,2,17
2/14/16,107,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.86,14,2.3,0.1,,1,9,18
2/15/16,63,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,21,0.1,0.01,,,18,27
2/16/16,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.7,27,0.4,0.04,,1,24,33
2/17/16,84,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.49,28,0,0,,1,21,34
2/18/16,75,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.21,30,0,0,,,23,42
2/19/16,148,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",26.62,47,0,0,,,41,62
2/20/16,108,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.08,49,0,0,,,38,57
2/21/16,63,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.17,40,0,0,,,29,41
2/22/16,86,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",3.8,35,0,0,,,26,44
2/23/16,91,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,36,0,0,,,26,45
2/24/16,95,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",22.82,35,1.7,0.15,,,32,36
2/25/16,81,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.55,33,0,0,,,31,37
2/26/16,109,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.4,31,0,0,,,24,33
2/27/16,88,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.99,37,0,0,,,28,54
2/28/16,68,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",19.91,52,0,0.08,,,36,62
2/29/16,83,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.99,41,0,0,,,28,52
3/1/16,102,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17,28,1,0.1,,,18,30
3/2/16,106,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,21,0,0,,,11,32
3/3/16,100,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,30,0.8,0.07,,,27,33
3/4/16,113,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,30,0.8,0.07,,,20,39
3/5/16,87,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.83,33,0,0,,1,29,39
3/6/16,73,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.32,39,0,0,,,33,52
3/7/16,100,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.42,51,0,0.03,,,44,63
3/8/16,87,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.78,62,0,0,,,58,70
3/9/16,73,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.07,61,0,0.18,,,48,63
3/10/16,95,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,49,0,0,,,37,51
3/11/16,101,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.37,43,0,0,,,34,55
3/12/16,105,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.7,43,0,0,,1,33,59
3/13/16,98,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.17,47,0,0.66,,,43,48
3/14/16,103,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.92,47,0,0.01,,,43,55
3/15/16,117,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.53,49,0,0.14,1,1,46,58
3/16/16,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",23.26,53,0,0.04,1,,45,56
3/17/16,90,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",15.43,47,0,0,,,40,56
3/18/16,114,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.17,41,0,0,,,32,49
3/19/16,86,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.72,38,0,0,,,35,46
3/20/16,78,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.05,37,0,0,,,30,44
3/21/16,85,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,38,0,0,,,28,49
3/22/16,89,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.63,48,0,0,,,40,63
3/23/16,111,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.54,42,0,0.11,,,36,42
3/24/16,110,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.99,37,0,1.09,,,30,39
3/25/16,95,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,35,0,0,,,28,48
3/26/16,86,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.83,40,0,0,,,31,54
3/27/16,77,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,47,0,0.32,,,36,63
3/28/16,84,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.29,45,0,0,,,35,53
3/29/16,86,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,44,0,0,,1,31,58
3/30/16,95,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",16.11,49,0,0.13,1,,42,62
3/31/16,96,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.22,60,0,0.39,1,,44,67
4/1/16,122,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.17,45,0,0.08,,,35,49
4/2/16,96,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17.9,35,0.3,0.02,,1,27,40
4/3/16,82,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",17,40,0,0,,,26,71
4/4/16,107,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.42,41,0,0,,,29,38
4/5/16,105,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,33,0,0.02,,,24,45
4/6/16,93,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,44,0,0.31,1,,40,50
4/7/16,104,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.32,40,0.1,0.06,,,33,41
4/8/16,137,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.09,37,0.7,0.1,,1,26,41
4/9/16,158,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.3,30,0,0,,,22,38
4/10/16,61,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.99,37,0,0.1,,,33,50
4/11/16,93,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.3,48,0,0,,,36,51
4/12/16,101,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.05,40,0,0,,,30,47
4/13/16,88,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,43,0,0,,,34,56
4/14/16,115,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.05,48,0,0,,,37,61
4/15/16,119,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.83,53,0,0,,,42,68
4/16/16,98,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,58,0,0,,1,41,76
4/17/16,71,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.37,62,0,0,,,45,79
4/18/16,77,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",4.92,66,0,0,,1,49,83
4/19/16,56,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.41,54,0,0,,,46,57
4/20/16,104,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.62,58,0,0.48,,,51,71
4/21/16,76,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.16,62,0,0.01,,1,50,70
4/22/16,77,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",11.86,51,0,0,,,41,54
4/23/16,67,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.38,48,0,0,,,38,60
4/24/16,70,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.95,56,0,0,,1,41,78
4/25/16,110,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.53,69,0,0.08,1,,58,83
4/26/16,109,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.65,53,0,0,,,42,68
4/27/16,94,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",14.09,44,0,0.47,1,,41,49
4/28/16,90,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,45,0,0.45,1,,42,50
4/29/16,101,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.95,44,0,0.01,,,41,51
4/30/16,123,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.42,45,0,0.61,,1,43,48
5/1/16,84,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.08,45,0,0.51,1,,42,49
5/2/16,110,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.51,49,0,0,,,42,59
5/3/16,94,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.4,53,0,0,,,40,67
5/4/16,79,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.87,52,0,0.4,,,42,57
5/5/16,93,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.17,49,0,0,,,41,61
5/6/16,123,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",7.83,59,0,0,,,42,82
5/7/16,91,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.75,65,0,0.02,1,,44,70
5/8/16,89,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",5.82,55,0,0,,1,41,71
5/9/16,104,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",12.97,56,0,0.59,,,50,58
5/10/16,112,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",8.95,54,0,0.79,,,51,63
5/11/16,93,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",6.71,58,0,0.19,1,1,51,69
5/12/16,98,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.74,61,0,0.48,1,1,53,70
5/13/16,118,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",10.29,58,0,0.68,,,43,66
5/14/16,89,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",13.87,46,0,0,,,41,47
5/15/16,67,"CHICAGO OHARE INTERNATIONAL AIRPORT, IL US",9.84,45,0,0,,,35,55
